"","Agency.Name","Fiscal.Year","Title.Description","job_count","female","male","base_diff","percent_diff"
"6316","DEPT OF HEALTH/MENTAL HYGIENE",2021,"HEALTH SERVICES MANAGER",41,160473.2,150688.384615385,-9784.81538461539,-0.0649341049715945
"6317","DEPT OF HEALTH/MENTAL HYGIENE",2021,"HEALTH SERVICES MANAGER NON MANAGERIAL LEVEL I",128,98410.5512820513,95453.1034482759,-2957.44783377543,-0.0309832548857671
"6318","DEPT OF HEALTH/MENTAL HYGIENE",2021,"HEALTH SERVICES MANAGER NON MANAGERIAL LEVEL II",47,115045.666666667,116897.555555556,1851.88888888889,0.0158419812979646
"6319","DEPT OF HEALTH/MENTAL HYGIENE",2021,"INSTITUTIONAL AIDE",15,39804,39804,0,0
"6320","DEPT OF HEALTH/MENTAL HYGIENE",2021,"INVESTIGATOR",11,57430.25,56673.5,-756.75,-0.0133528015739279
"6321","DEPT OF HEALTH/MENTAL HYGIENE",2021,"IT PROJECT SPECIALIST",13,90696.8333333333,96804,6107.16666666667,0.0630879577978872
"6322","DEPT OF HEALTH/MENTAL HYGIENE",2021,"IT SERVICE MANAGEMENT SPECIALIST",13,98596.8,96047,-2549.8,-0.0265474194925401
"6323","DEPT OF HEALTH/MENTAL HYGIENE",2021,"JUNIOR PUBLIC HEALTH NURSE",14,76174,76174,0,0
"6324","DEPT OF HEALTH/MENTAL HYGIENE",2021,"LABORATORY ASSOCIATE",50,46710.1304347826,47849.7058823529,1139.57544757034,0.0238157252287441
"6325","DEPT OF HEALTH/MENTAL HYGIENE",2021,"LABORATORY HELPER",11,41599.6666666667,43625.3333333333,2025.66666666667,0.0464332650753386
"6326","DEPT OF HEALTH/MENTAL HYGIENE",2021,"LABORATORY MICROBIOLOGIST",35,60219.1739130435,59787.1428571429,-432.031055900625,-0.00722615323720908
"6327","DEPT OF HEALTH/MENTAL HYGIENE",2021,"MANAGEMENT AUDITOR",16,77887.375,82244.1666666667,4356.79166666667,0.0529738684607825
"6328","DEPT OF HEALTH/MENTAL HYGIENE",2021,"MEDICOLEGAL INVESTIGATOR",40,92766,105000.142857143,12234.1428571429,0.11651548773403
"6329","DEPT OF HEALTH/MENTAL HYGIENE",2021,"MOTOR VEHICLE OPERATOR",33,48148.1666666667,49936.9230769231,1788.75641025641,0.035820316912618
"6330","DEPT OF HEALTH/MENTAL HYGIENE",2021,"POISON INFORMATION SPECIALIST",21,97860,97242.125,-617.875,-0.00635398496279262
"6331","DEPT OF HEALTH/MENTAL HYGIENE",2021,"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR",241,63466.5207100592,60509.4418604651,-2957.07884959407,-0.0488697095638909
"6332","DEPT OF HEALTH/MENTAL HYGIENE",2021,"PROCUREMENT ANALYST",64,71664.2444444445,75662.6923076923,3998.44786324786,0.0528456990003427
"6333","DEPT OF HEALTH/MENTAL HYGIENE",2021,"PUBLIC HEALTH ADVISER",277,52919.7080745342,52712.137254902,-207.570819632201,-0.00393781831741034
"6334","DEPT OF HEALTH/MENTAL HYGIENE",2021,"PUBLIC HEALTH ASSISTANT",49,41089.2380952381,38258,-2831.23809523809,-0.0740038186846697
"6335","DEPT OF HEALTH/MENTAL HYGIENE",2021,"PUBLIC HEALTH EDUCATOR",64,65788.1538461538,69385.8125,3597.65865384616,0.0518500616224125
"6336","DEPT OF HEALTH/MENTAL HYGIENE",2021,"PUBLIC HEALTH EMERGENCY PREPAREDNESS SPECIALIST",33,82748.2857142857,80649.2,-2099.08571428571,-0.0260273594069837
"6337","DEPT OF HEALTH/MENTAL HYGIENE",2021,"PUBLIC HEALTH EPIDEMIOLOGIST",54,68109.3214285714,70480.6666666667,2371.34523809524,0.0336453292831401
"6338","DEPT OF HEALTH/MENTAL HYGIENE",2021,"PUBLIC HEALTH NURSE",84,81684.7903225807,82658.375,973.584677419349,0.0117784154046018
"6339","DEPT OF HEALTH/MENTAL HYGIENE",2021,"PUBLIC HEALTH SANITARIAN",364,58401.8484848485,57119.4444444445,-1282.40404040404,-0.0224512694910982
"6340","DEPT OF HEALTH/MENTAL HYGIENE",2021,"PUBLIC RECORDS AIDE",15,45606.25,44929,-677.25,-0.0150737830799706
"6341","DEPT OF HEALTH/MENTAL HYGIENE",2021,"SCIENTIST",63,65869.3684210526,63209.0333333333,-2660.33508771929,-0.0420878938883623
"6342","DEPT OF HEALTH/MENTAL HYGIENE",2021,"SECRETARY",36,51531.4166666667,42982.25,-8549.16666666666,-0.198899933499681
"6343","DEPT OF HEALTH/MENTAL HYGIENE",2021,"SOCIAL WORKER",52,66890.4358974359,68875.4,1984.9641025641,0.0288196381082956
"6344","DEPT OF HEALTH/MENTAL HYGIENE",2021,"SPEC CONSULTANT",96,85657.3538461538,84477.4117647059,-1179.94208144795,-0.0139675453686298
"6345","DEPT OF HEALTH/MENTAL HYGIENE",2021,"SPECIAL CONSULTANT",95,70037.0416666667,72821.4545454545,2784.41287878787,0.0382361612545087
"6346","DEPT OF HEALTH/MENTAL HYGIENE",2021,"SPECIAL OFFICER",56,42143.5,42075.92,-67.5800000000017,-0.00160614432197803
"6347","DEPT OF HEALTH/MENTAL HYGIENE",2021,"SR HEALTHCARE PROG PLAN ANLYST",68,61716.8723404255,59668.2222222222,-2048.65011820331,-0.0343340230679829
"6348","DEPT OF HEALTH/MENTAL HYGIENE",2021,"STAFF ANALYST",26,68483.2307692308,63543.75,-4939.48076923077,-0.077733542153725
"6349","DEPT OF HEALTH/MENTAL HYGIENE",2021,"STOCK WORKER",10,41697,41388.6666666667,-308.333333333336,-0.0074497044279433
"6350","DEPT OF HEALTH/MENTAL HYGIENE",2021,"SUPERVISING PUBLIC HEALTH ADVISER",102,64675.55,65266.7619047619,591.211904761905,0.00905839185992725
"6351","DEPT OF HEALTH/MENTAL HYGIENE",2021,"SUPERVISING SPECIAL OFFICER",17,61875.8333333333,55861.375,-6014.45833333334,-0.107667566960773
"6352","DEPT OF HEALTH/MENTAL HYGIENE",2021,"SUPERVISOR",17,50214,52539.4666666667,2325.46666666667,0.0442613298954944
"6353","DEPT OF HEALTH/MENTAL HYGIENE",2021,"X-RAY TECHNICIAN",10,60742.8,59506,-1236.8,-0.0207844587100461
"6354","DEPT OF HEALTH/MENTAL HYGIENE",2022,"*SR MANAGEMENT CONSULTANT",12,87462.5,107945.666666667,20483.1666666667,0.189754413485797
"6355","DEPT OF HEALTH/MENTAL HYGIENE",2022,"*SYSTEMS ANALYST",13,53132.9090909091,50062,-3070.90909090909,-0.0613421175923672
"6356","DEPT OF HEALTH/MENTAL HYGIENE",2022,"ACCOUNTANT",48,74871.8666666667,71753.9,-3117.96666666667,-0.0434536194780587
"6357","DEPT OF HEALTH/MENTAL HYGIENE",2022,"ADM MANAGER-NON-MGRL",96,83584.9264705882,90829.6666666667,7244.74019607843,0.0797618274067405
"6358","DEPT OF HEALTH/MENTAL HYGIENE",2022,"ADMIN COMMUNITY RELATIONS SPECIALIST",32,85834.04,104680,18845.96,0.180034008406572
"6359","DEPT OF HEALTH/MENTAL HYGIENE",2022,"ADMIN CONTRACT SPECIALIST",12,145443.25,144537.666666667,-905.583333333343,-0.00626537949738599
"6360","DEPT OF HEALTH/MENTAL HYGIENE",2022,"ADMINISTRATIVE CONTRACT SPECIALIST",16,97852.5,96080.4,-1772.10000000001,-0.0184439282101241
"6361","DEPT OF HEALTH/MENTAL HYGIENE",2022,"ADMINISTRATIVE PROCUREMENT ANALYST-NON-MGRL",17,93099,113244,20145,0.17789021934937
"6362","DEPT OF HEALTH/MENTAL HYGIENE",2022,"ADMINISTRATIVE PUBLIC HEALTH NURSE",35,110924.083333333,105000,-5924.08333333333,-0.0564198412698412
"6363","DEPT OF HEALTH/MENTAL HYGIENE",2022,"ADMINISTRATIVE PUBLIC HEALTH SANITARIAN",14,120899,133990,13091,0.097701320994104
"6364","DEPT OF HEALTH/MENTAL HYGIENE",2022,"ADMINISTRATIVE STAFF ANALYST",182,108265.670212766,105659.773584906,-2605.89662786029,-0.0246630911599129
"6365","DEPT OF HEALTH/MENTAL HYGIENE",2022,"ADMINISTRATIVE SUPERVISOR OF BUILDING MAINTENANCE",10,90493,108571.5,18078.5,0.166512390452375
"6366","DEPT OF HEALTH/MENTAL HYGIENE",2022,"AGENCY ATTORNEY",30,98312.8235294118,95129.1111111111,-3183.71241830065,-0.0334672781140787
"6367","DEPT OF HEALTH/MENTAL HYGIENE",2022,"AGENCY MEDICAL DIRECTOR",19,182582.222222222,193251.571428571,10669.3492063492,0.0552096375076192
"6368","DEPT OF HEALTH/MENTAL HYGIENE",2022,"ASSOCIATE LABORATORY MICROBIOLOGIST",75,82878.5135135135,76877.6875,-6000.82601351352,-0.0780567965641984
"6369","DEPT OF HEALTH/MENTAL HYGIENE",2022,"ASSOCIATE PUBLIC HEALTH SANITARIAN",151,75677.5806451613,75536.2380952381,-141.342549923196,-0.00187118863061446
"6370","DEPT OF HEALTH/MENTAL HYGIENE",2022,"ASSOCIATE STAFF ANALYST",46,91332.2222222222,89297.25,-2034.97222222222,-0.0227887445830887
"6371","DEPT OF HEALTH/MENTAL HYGIENE",2022,"CERTIFIED IT ADMINISTRATOR",14,94244,112853.75,18609.75,0.164901476468438
"6372","DEPT OF HEALTH/MENTAL HYGIENE",2022,"CERTIFIED IT DEVELOPER",21,115626,103915.7,-11710.3,-0.112690382685196
"6373","DEPT OF HEALTH/MENTAL HYGIENE",2022,"CITY CUSTODIAL ASSISTANT",38,42095.8,42117.0384615385,21.2384615384581,0.000504272434963659
"6374","DEPT OF HEALTH/MENTAL HYGIENE",2022,"CITY MEDICAL EXAMINER",52,210385.041666667,200958.45,-9426.59166666665,-0.0469081626906788
"6375","DEPT OF HEALTH/MENTAL HYGIENE",2022,"CITY MEDICAL SPECIALIST",23,183410.333333333,179981.625,-3428.70833333334,-0.0190503243502404
"6376","DEPT OF HEALTH/MENTAL HYGIENE",2022,"CITY MORTUARY TECHNICIAN",39,42468.1428571429,43610.5652173913,1142.42236024845,0.026195999858146
"6377","DEPT OF HEALTH/MENTAL HYGIENE",2022,"CITY PEST CONTROL AIDE",18,38306.3333333333,36929,-1377.33333333334,-0.0372967947502867
"6378","DEPT OF HEALTH/MENTAL HYGIENE",2022,"CITY RESEARCH SCIENTIST",810,93768.6872340425,94879.2395833333,1110.5523492908,0.0117049035612832
"6379","DEPT OF HEALTH/MENTAL HYGIENE",2022,"CLERICAL ASSOCIATE",188,46423.0277777778,46313.875,-109.152777777781,-0.00235680512109559
"6380","DEPT OF HEALTH/MENTAL HYGIENE",2022,"COMMUNITY ASSISTANT",41,40771.9366666667,40042.8461538462,-729.090512820512,-0.018207759508885
"6381","DEPT OF HEALTH/MENTAL HYGIENE",2022,"COMMUNITY ASSOCIATE",64,51477.5,50891.0434782609,-586.456521739128,-0.0115237668881685
"6382","DEPT OF HEALTH/MENTAL HYGIENE",2022,"COMMUNITY COORDINATOR",275,68805.0348837209,66632.625,-2172.40988372093,-0.0326027960585514
"6383","DEPT OF HEALTH/MENTAL HYGIENE",2022,"COMPUTER AIDE-NON-SPVR",13,49401.3333333333,55480.625,6079.29166666666,0.109575039334302
"6384","DEPT OF HEALTH/MENTAL HYGIENE",2022,"COMPUTER ASSOCIATE",56,72456.5714285714,72166.2,-290.371428571438,-0.00402364858578445
"6385","DEPT OF HEALTH/MENTAL HYGIENE",2022,"COMPUTER SPECIALIST",58,100950.1,109259.185185185,8309.08518518518,0.0760493057961394
"6386","DEPT OF HEALTH/MENTAL HYGIENE",2022,"COMPUTER SYSTEMS MANAGER",85,113061.411764706,127775.869565217,14714.4578005115,0.115158346020891
"6387","DEPT OF HEALTH/MENTAL HYGIENE",2022,"CONSULTANT",70,77194.2407407407,79882,2687.75925925926,0.0336466195045098
"6388","DEPT OF HEALTH/MENTAL HYGIENE",2022,"CONTRACT SPECIALIST",36,60628.3571428571,62292.125,1663.76785714286,0.0267091202482313
"6389","DEPT OF HEALTH/MENTAL HYGIENE",2022,"CRIMINALIST",285,77629.9401197605,78346.7142857143,716.774165953815,0.00914874570667875
"6390","DEPT OF HEALTH/MENTAL HYGIENE",2022,"CRIMINALIST ASSISTANT DIRECTOR OF LABORATORY",16,132725.111111111,140164.714285714,7439.60317460317,0.053077575283592
"6391","DEPT OF HEALTH/MENTAL HYGIENE",2022,"CUSTODIAN",13,44599,45264.1428571429,665.142857142855,0.0146946968429756
"6392","DEPT OF HEALTH/MENTAL HYGIENE",2022,"CUSTOMER INFORMATION REPRESENTATIVE MA L 1549",21,50723.0666666667,68968,18244.9333333333,0.26454200982098
"6393","DEPT OF HEALTH/MENTAL HYGIENE",2022,"DEPUTY DIRECTOR OF MEDICOLEGAL INVESTIGATIONS",14,123346.111111111,134053.25,10707.1388888889,0.0798722812679953
"6394","DEPT OF HEALTH/MENTAL HYGIENE",2022,"ECONOMIST",22,72768.125,63842.1111111111,-8926.01388888889,-0.139813889821939
"6395","DEPT OF HEALTH/MENTAL HYGIENE",2022,"EVIDENCE AND PROPERTY CONTROL SPECIALIST",39,65033.6428571429,64797.7727272727,-235.870129870127,-0.00364009625551299
"6396","DEPT OF HEALTH/MENTAL HYGIENE",2022,"EXECUTIVE AGENCY COUNSEL",16,161963.555555556,135317.2,-26646.3555555556,-0.196917727794808
"6397","DEPT OF HEALTH/MENTAL HYGIENE",2022,"EXTERMINATOR",39,47967,49825.0606060606,1858.06060606061,0.0372916878265593
"6398","DEPT OF HEALTH/MENTAL HYGIENE",2022,"FAMILY PUB HEALTH NURSE",56,88666.6744186047,88780,113.325581395344,0.00127647647437873
"6399","DEPT OF HEALTH/MENTAL HYGIENE",2022,"FORENSIC MORTUARY TECHNICIAN",47,57360.5294117647,55600.3181818182,-1760.21122994652,-0.0316582941880021
"6400","DEPT OF HEALTH/MENTAL HYGIENE",2022,"HEALTH SERVICES MANAGER",41,154789.928571429,154800.6,10.6714285714261,6.89366098802335e-05
"6401","DEPT OF HEALTH/MENTAL HYGIENE",2022,"HEALTH SERVICES MANAGER NON MANAGERIAL LEVEL I",123,102015.961038961,101812.269230769,-203.691808191812,-0.00200066072321913
"6402","DEPT OF HEALTH/MENTAL HYGIENE",2022,"HEALTH SERVICES MANAGER NON MANAGERIAL LEVEL II",54,119381.303030303,121464.153846154,2082.85081585082,0.0171478642043557
"6403","DEPT OF HEALTH/MENTAL HYGIENE",2022,"INSTITUTIONAL AIDE",14,42988,42988,0,0
"6404","DEPT OF HEALTH/MENTAL HYGIENE",2022,"INVESTIGATOR",22,54463,55797.8,1334.8,0.0239220901182484
"6405","DEPT OF HEALTH/MENTAL HYGIENE",2022,"IT PROJECT SPECIALIST",16,93897.5,102377.5,8480,0.0828307001050035
"6406","DEPT OF HEALTH/MENTAL HYGIENE",2022,"IT SERVICE MANAGEMENT SPECIALIST",12,100750.25,95872.5,-4877.75,-0.0508774674698167
"6407","DEPT OF HEALTH/MENTAL HYGIENE",2022,"JUNIOR PUBLIC HEALTH NURSE",18,76174,76174,0,0
"6408","DEPT OF HEALTH/MENTAL HYGIENE",2022,"LABORATORY ASSOCIATE",56,50400.4,51489.85,1089.45,0.0211585390130287
"6409","DEPT OF HEALTH/MENTAL HYGIENE",2022,"LABORATORY HELPER",10,41599.6666666667,42885.6666666667,1286,0.0299867088460014
"6410","DEPT OF HEALTH/MENTAL HYGIENE",2022,"LABORATORY MICROBIOLOGIST",36,64400.4736842105,61344,-3056.47368421053,-0.0498251448260714
"6411","DEPT OF HEALTH/MENTAL HYGIENE",2022,"MANAGEMENT AUDITOR",19,77937.9,81753.2857142857,3815.38571428572,0.0466695091328789
"6412","DEPT OF HEALTH/MENTAL HYGIENE",2022,"MEDICOLEGAL INVESTIGATOR",49,94840.4444444444,100924.5625,6084.11805555556,0.0602838189717747
"6413","DEPT OF HEALTH/MENTAL HYGIENE",2022,"MOTOR VEHICLE OPERATOR",30,49963,49931.96,-31.0400000000009,-0.00062164593578944
"6414","DEPT OF HEALTH/MENTAL HYGIENE",2022,"NUTRITIONIST",10,73783.625,63000,-10783.625,-0.171168650793651
"6415","DEPT OF HEALTH/MENTAL HYGIENE",2022,"POISON INFORMATION SPECIALIST",21,100316.375,102242.857142857,1926.48214285714,0.0188422174095292
"6416","DEPT OF HEALTH/MENTAL HYGIENE",2022,"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR",245,63990.705882353,61076.3617021277,-2914.34418022529,-0.0477164012230899
"6417","DEPT OF HEALTH/MENTAL HYGIENE",2022,"PROCUREMENT ANALYST",61,72962.6428571429,79157.5384615385,6194.89560439561,0.0782603365995978
"6418","DEPT OF HEALTH/MENTAL HYGIENE",2022,"PUBLIC HEALTH ADVISER",272,53723.1666666667,52657.2075471698,-1065.95911949685,-0.0202433658970992
"6419","DEPT OF HEALTH/MENTAL HYGIENE",2022,"PUBLIC HEALTH ASSISTANT",52,41860.8636363636,39233,-2627.86363636364,-0.0669809506375663
"6420","DEPT OF HEALTH/MENTAL HYGIENE",2022,"PUBLIC HEALTH EDUCATOR",62,64478.6216216216,70414.5294117647,5935.90779014308,0.0842994739825858
"6421","DEPT OF HEALTH/MENTAL HYGIENE",2022,"PUBLIC HEALTH EMERGENCY PREPAREDNESS SPECIALIST",42,84243.1578947368,81204.0588235294,-3039.09907120743,-0.0374254577324998
"6422","DEPT OF HEALTH/MENTAL HYGIENE",2022,"PUBLIC HEALTH EPIDEMIOLOGIST",61,68354.59375,70050.8235294118,1696.22977941176,0.0242142732083596
"6423","DEPT OF HEALTH/MENTAL HYGIENE",2022,"PUBLIC HEALTH NURSE",93,81997.7857142857,83600.375,1602.58928571429,0.0191696423097898
"6424","DEPT OF HEALTH/MENTAL HYGIENE",2022,"PUBLIC HEALTH SANITARIAN",402,57010.6794871795,57036.6907894737,26.0113022942023,0.000456045081405789
"6425","DEPT OF HEALTH/MENTAL HYGIENE",2022,"PUBLIC RECORDS AIDE",13,45381.8571428571,44929,-452.857142857145,-0.0100793951091087
"6426","DEPT OF HEALTH/MENTAL HYGIENE",2022,"SCIENTIST",62,71105.6666666667,64700.9666666667,-6404.7,-0.0989892474558598
"6427","DEPT OF HEALTH/MENTAL HYGIENE",2022,"SECRETARY",36,51470.16,42982.25,-8487.91,-0.19747477156268
"6428","DEPT OF HEALTH/MENTAL HYGIENE",2022,"SOCIAL WORKER",56,66119.2142857143,65377.7142857143,-741.500000000007,-0.0113417853178454
"6429","DEPT OF HEALTH/MENTAL HYGIENE",2022,"SPEC CONSULTANT",100,85388.2794117647,83913.3157894737,-1474.96362229102,-0.0175772296496004
"6430","DEPT OF HEALTH/MENTAL HYGIENE",2022,"SPECIAL CONSULTANT",94,69910.0285714286,72515.6666666667,2605.6380952381,0.0359320711649175
"6431","DEPT OF HEALTH/MENTAL HYGIENE",2022,"SPECIAL OFFICER",55,43385.75,41882.6296296296,-1503.12037037037,-0.0358888728731349
"6432","DEPT OF HEALTH/MENTAL HYGIENE",2022,"SR HEALTHCARE PROG PLAN ANLYST",86,65170.6551724138,66996.5833333333,1825.92816091954,0.0272540489391057
"6433","DEPT OF HEALTH/MENTAL HYGIENE",2022,"STAFF ANALYST",28,72799.8461538462,70674.25,-2125.59615384616,-0.0300759633649619
"6434","DEPT OF HEALTH/MENTAL HYGIENE",2022,"SUPERVISING PUBLIC HEALTH ADVISER",115,65307.6231884058,64856.25,-451.3731884058,-0.00695959430904192
"6435","DEPT OF HEALTH/MENTAL HYGIENE",2022,"SUPERVISING SPECIAL OFFICER",17,61875.8333333333,55861.375,-6014.45833333334,-0.107667566960773
"6436","DEPT OF HEALTH/MENTAL HYGIENE",2022,"SUPERVISOR",17,50214,52604.8,2390.8,0.0454483241073058
"6437","DEPT OF HEALTH/MENTAL HYGIENE",2022,"X-RAY TECHNICIAN",10,62055.6,59506,-2549.6,-0.0428460995529862
"6438","DEPT OF INFO TECH & TELECOMM",2014,"ADM MANAGER-NON-MGRL FROM M1/M2",54,70824.5238095238,64635.4583333333,-6189.06547619048,-0.0957534089767365
"6439","DEPT OF INFO TECH & TELECOMM",2014,"ADMINISTRATIVE MANAGER",11,106217.833333333,113824,7606.16666666667,0.066823926998407
"6440","DEPT OF INFO TECH & TELECOMM",2014,"ADMINISTRATIVE STAFF ANALYST",76,92072.1351351351,107426.793103448,15354.6579683132,0.142931363068124
"6441","DEPT OF INFO TECH & TELECOMM",2014,"ASSOCIATE CALL CENTER REPRESENTATIVE-NON-SPVR",38,55650.1363636364,58161.5,2511.36363636364,0.0431791414658088
"6442","DEPT OF INFO TECH & TELECOMM",2014,"ASSOCIATE STAFF ANALYST",12,82088.5,79585.8333333333,-2502.66666666667,-0.0314461325822226
"6443","DEPT OF INFO TECH & TELECOMM",2014,"CALL CENTER REPRESENTATIVE",247,32174.0945945946,32471.8307692308,297.736174636168,0.00916906030805915
"6444","DEPT OF INFO TECH & TELECOMM",2014,"CERTIFIED IT ADMINISTRATOR",32,103500,103244.65,-255.350000000006,-0.00247325164064197
"6445","DEPT OF INFO TECH & TELECOMM",2014,"CLERICAL ASSOCIATE MOST MAYORAL AG",19,43476.3846153846,34419.2,-9057.18461538462,-0.263143379723661
"6446","DEPT OF INFO TECH & TELECOMM",2014,"COMMUNITY ASSOCIATE",31,43471.1875,42173.4545454545,-1297.73295454546,-0.0307713221155919
"6447","DEPT OF INFO TECH & TELECOMM",2014,"COMPUTER AIDE-NON-SPVR",18,42580.5,47335.625,4755.125,0.100455523720242
"6448","DEPT OF INFO TECH & TELECOMM",2014,"COMPUTER ASSOCIATE",97,61164.7142857143,67111.9152542373,5947.20096852301,0.0886161711522234
"6449","DEPT OF INFO TECH & TELECOMM",2014,"COMPUTER PROGRAMMER ANALYST",15,56378.5,57582.6666666667,1204.16666666666,0.0209119642485007
"6450","DEPT OF INFO TECH & TELECOMM",2014,"COMPUTER PROGRAMMER ANALYST TRAINEE",33,37923.1428571429,38738.4,815.257142857146,0.0210451939898691
"6451","DEPT OF INFO TECH & TELECOMM",2014,"COMPUTER SPECIALIST",92,92070.7692307692,95238.5757575758,3167.80652680653,0.0332618007105649
"6452","DEPT OF INFO TECH & TELECOMM",2014,"COMPUTER SYSTEMS MANAGER",293,103263.523809524,111090.279792746,7826.75598322229,0.0704540126987182
"6453","DEPT OF INFO TECH & TELECOMM",2014,"PRINCIPAL ADMINISTRATIVE ASSOCIATE - LEV 1 & 2 NON SUPVR",21,60878.2222222222,58682.5,-2195.72222222222,-0.0374169849993136
"6454","DEPT OF INFO TECH & TELECOMM",2014,"STAFF ANALYST TRAINEE",15,39480.25,39912.1666666667,431.916666666664,0.0108216792707319
"6455","DEPT OF INFO TECH & TELECOMM",2014,"TELECOMMUNICATION MANAGER",11,106846.6,105072.166666667,-1774.43333333333,-0.0168877580964195
"6456","DEPT OF INFO TECH & TELECOMM",2014,"TELECOMMUNICATIONS ASSOCIATE",60,66261.875,65711.511627907,-550.363372093023,-0.00837544835689474
"6457","DEPT OF INFO TECH & TELECOMM",2015,"ADM MANAGER-NON-MGRL",68,68285.5185185185,68429.1428571429,143.62433862433,0.0020988767742447
"6458","DEPT OF INFO TECH & TELECOMM",2015,"ADMINISTRATIVE MANAGER",11,111303.333333333,118867,7563.66666666667,0.0636313414712803
"6459","DEPT OF INFO TECH & TELECOMM",2015,"ADMINISTRATIVE STAFF ANALYST",83,98798.4390243902,105706.03125,6907.59222560975,0.0653471911103441
"6460","DEPT OF INFO TECH & TELECOMM",2015,"ASSOCIATE CALL CENTER REPRESENTATIVE-NON-SPVR",41,57519.1666666667,59585.7777777778,2066.61111111112,0.0346829593937406
"6461","DEPT OF INFO TECH & TELECOMM",2015,"ASSOCIATE STAFF ANALYST",13,83118.4285714286,77895.6666666667,-5222.76190476189,-0.0670481700491926
"6462","DEPT OF INFO TECH & TELECOMM",2015,"CALL CENTER REPRESENTATIVE",469,33314.8858131488,33360.9421487603,46.0563356115454,0.00138054661064951
"6463","DEPT OF INFO TECH & TELECOMM",2015,"CERTIFIED IT ADMINISTRATOR",32,110578,108181.857142857,-2396.14285714286,-0.0221492117109682
"6464","DEPT OF INFO TECH & TELECOMM",2015,"CERTIFIED LOCAL AREA NETWORK ADMINISTRATOR",11,122386,102036.111111111,-20349.8888888889,-0.199438107423842
"6465","DEPT OF INFO TECH & TELECOMM",2015,"CLERICAL ASSOCIATE",27,45429.65,37304,-8125.65,-0.217822485524341
"6466","DEPT OF INFO TECH & TELECOMM",2015,"COMMUNITY ASSOCIATE",40,43217.3043478261,44286.5384615385,1069.23411371237,0.0241435467944954
"6467","DEPT OF INFO TECH & TELECOMM",2015,"COMMUNITY COORDINATOR",20,56288.4615384615,56281.6666666667,-6.79487179487478,-0.000120729754417509
"6468","DEPT OF INFO TECH & TELECOMM",2015,"COMPUTER AIDE-NON-SPVR",11,43249.6,47727.5,4477.9,0.093822219894191
"6469","DEPT OF INFO TECH & TELECOMM",2015,"COMPUTER ASSOCIATE",125,64951.5757575758,67766.8227848101,2815.24702723436,0.0415431462114437
"6470","DEPT OF INFO TECH & TELECOMM",2015,"COMPUTER PROGRAMMER ANALYST",22,57534.625,60525,2990.375,0.0494072697232549
"6471","DEPT OF INFO TECH & TELECOMM",2015,"COMPUTER PROGRAMMER ANALYST TRAINEE",29,40872.3,39795.8666666667,-1076.43333333333,-0.0270488727472535
"6472","DEPT OF INFO TECH & TELECOMM",2015,"COMPUTER SPECIALIST",159,94423.7272727273,99551.9375,5128.21022727272,0.0515129123154707
"6473","DEPT OF INFO TECH & TELECOMM",2015,"COMPUTER SYSTEMS MANAGER",293,116387.888888889,118856.081632653,2468.19274376416,0.0207662301319386
"6474","DEPT OF INFO TECH & TELECOMM",2015,"EXECUTIVE AGENCY COUNSEL",10,131321,129384.5,-1936.5,-0.0149670169147
"6475","DEPT OF INFO TECH & TELECOMM",2015,"PRINCIPAL ADMINISTRATIVE ASSOCIATE",26,64196.85,60023,-4173.85,-0.0695375106209286
"6476","DEPT OF INFO TECH & TELECOMM",2015,"PROGRAM PRODUCER",12,50602,61881,11279,0.18226919409835
"6477","DEPT OF INFO TECH & TELECOMM",2015,"RADIO AND TELEVISION OPERATOR",25,47217.25,50290.7894736842,3073.53947368421,0.0611153554328773
"6478","DEPT OF INFO TECH & TELECOMM",2015,"STAFF ANALYST TRAINEE",13,42845.8333333333,41763.6,-1082.23333333334,-0.0259133152633714
"6479","DEPT OF INFO TECH & TELECOMM",2015,"TELECOMMUNICATION MANAGER",11,129073.333333333,113364.875,-15708.4583333333,-0.138565480121893
"6480","DEPT OF INFO TECH & TELECOMM",2015,"TELECOMMUNICATIONS ASSOCIATE",65,66173.8888888889,68581.7659574468,2407.87706855792,0.0351095810226285
"6481","DEPT OF INFO TECH & TELECOMM",2016,"ADM MANAGER-NON-MGRL",42,74643.3684210526,72617.5263157895,-2025.84210526315,-0.027897426531075
"6482","DEPT OF INFO TECH & TELECOMM",2016,"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",18,116158.166666667,119916.6,3758.43333333333,0.0313420605098321
"6483","DEPT OF INFO TECH & TELECOMM",2016,"ADMINISTRATIVE PROCUREMENT ANALYST",18,106392.666666667,105458.75,-933.916666666672,-0.00885575323685016
"6484","DEPT OF INFO TECH & TELECOMM",2016,"ADMINISTRATIVE STAFF ANALYST",74,97239.4444444444,106456.821428571,9217.376984127,0.0865832443655244
"6485","DEPT OF INFO TECH & TELECOMM",2016,"ASSOCIATE CALL CENTER REPRESENTATIVE-NON-SPVR",61,59793.2571428571,60081.9411764706,288.684033613441,0.00480483865801753
"6486","DEPT OF INFO TECH & TELECOMM",2016,"ASSOCIATE STAFF ANALYST",21,86279.9,82582.2727272727,-3697.62727272727,-0.0447750727924219
